"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","W4Efsd 7"
"https://www.google.com/maps/place/Far+West+Veterinary+Clinic/data=!4m7!3m6!1s0x8644cb88d052073b:0xdc0ba47ba6a61e81!8m2!3d30.3555589!4d-97.756734!16s%2Fg%2F11fs32c1f4!19sChIJOwdS0IjLRIYRgR6mpnukC9w?authuser=0&hl=en&rclk=1","Far West Veterinary Clinic","4.7","(207)","Veterinarian","·","","·","3720 Far W Blvd #101","Closed","·","(512) 553-1833","http://www.farwestvet.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They took my kitten in did bloodwork and first shots done in the same day.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Mercy+Veterinary+Hospital/data=!4m7!3m6!1s0xbf36375a31547e1:0xe78fef2e28c7d0b6!8m2!3d30.6127078!4d-97.8202919!16s%2Fg%2F11sbvp4st8!19sChIJ4UcVo3Vj8wsRttDHKC7vj-c?authuser=0&hl=en&rclk=1","Mercy Veterinary Hospital","4.8","(259)","Veterinarian","·","","·","18109 Ronald Reagan Blvd Building A","Closed","·","(512) 256-1707","https://www.mercyveterinaryhospitaltx.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It gave me so much peace knowing my pet was in such caring hands.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/VCA+Premier+Animal+Hospital+and+Pet+Resort/data=!4m7!3m6!1s0x8644d330739ef5d1:0x6aa4062ccd62c08a!8m2!3d30.5396721!4d-97.774907!16s%2Fg%2F1vyk2xcj!19sChIJ0fWeczDTRIYRisBizSwGpGo?authuser=0&hl=en&rclk=1","VCA Premier Animal Hospital and Pet Resort","4.6","(463)","Veterinarian","·","","·","3651 E Whitestone Blvd","Closed","·","(512) 260-4000","https://vcahospitals.com/premier?utm_source=maps&utm_medium=organic&utm_campaign=AU_1131","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They took us in with no appointment and gave us a grave diagnosis.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Elgin+Veterinary+Hospital,+A+Thrive+Pet+Healthcare+Partner/data=!4m7!3m6!1s0x8644eb3dd9088c2b:0x72bdf38df6fa9c23!8m2!3d30.3410314!4d-97.3786572!16s%2Fg%2F125_xvsqb!19sChIJK4wI2T3rRIYRI5z69o3zvXI?authuser=0&hl=en&rclk=1","Elgin Veterinary Hospital, A Thrive Pet Healthcare Partner","4.5","(133)","Animal hospital","·","","·","600 US-290","Closed","·","(512) 337-8800","https://elginvets.com/?utm_source=google&utm_medium=gmb","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are open 24 hours for emergencies and that is great.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Vetco+Total+Care/data=!4m7!3m6!1s0x8644cc838bf93391:0x22b2a3fe0f8582b1!8m2!3d30.3955471!4d-97.7481468!16s%2Fg%2F11gff6wz05!19sChIJkTP5i4PMRIYRsYKFD_6jsiI?authuser=0&hl=en&rclk=1","Vetco Total Care","4.3","(342)","Veterinarian","·","","·","9828 Great Hills Trl #400","Closed","·","(737) 228-1436","https://stores.petco.com/tx/austin/vet-hospital-austin-tx-444.html?utm_source=google&utm_campaign=locallist_444_vtc","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""We were in and out fast and had a good care plan for my dog.""","· Opens 8 AM Tue"
"https://www.google.com/maps/place/Wells+Branch+Pet+%26+Bird+Clinic+-+Savita+M+Wadhwani+DVM/data=!4m7!3m6!1s0x8644cddfb41aa0e3:0x77edca78a6c49316!8m2!3d30.4149585!4d-97.7083431!16s%2Fg%2F11hn8sxm70!19sChIJ46AatN_NRIYRFpPEpnjK7Xc?authuser=0&hl=en&rclk=1","Wells Branch Pet & Bird Clinic - Savita M Wadhwani DVM","4.3","(15)","Veterinarian","·","","·","12202 N Mopac Expy Ste A","Closed","·","(512) 339-8472","https://www.petandbirdclinic.com/our-veterinarians","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Wadhwani's staff was so kind and got us in quickly.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/ATX+Animal+Clinic/data=!4m7!3m6!1s0x8644cb6c72d00b7f:0x6edab688cdba9aa4!8m2!3d30.370863!4d-97.757243!16s%2Fg%2F12hql92bn!19sChIJfwvQcmzLRIYRpJq6zYi22m4?authuser=0&hl=en&rclk=1","ATX Animal Clinic","4.8","(296)","Veterinarian","·","","·","8033 Mesa Dr A","Closed","·","(512) 338-4300","https://atxanimalclinic.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Rob went above and beyond to help and resolve our dog’s medical issues.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/New+Hope+Animal+Hospital/data=!4m7!3m6!1s0x865b2cf0312c3ed1:0x9be9c6c3b8194f88!8m2!3d30.5370716!4d-97.8188157!16s%2Fg%2F11c5bl_47w!19sChIJ0T4sMfAsW4YRiE8ZuMPG6Zs?authuser=0&hl=en&rclk=1","New Hope Animal Hospital","4.6","(851)","Veterinarian","·","","·","1210 E New Hope Dr","Closed","·","(512) 690-4124","https://cedarparkvet.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The vet was very thorough in explaining the issues my cat was having.""","· Opens 6:30 AM Mon"
"https://www.google.com/maps/place/Eye+Care+for+Animals+-+Austin/data=!4m7!3m6!1s0x8644cd1155555555:0xefcae39e9bb52892!8m2!3d30.4113445!4d-97.6916084!16s%2Fg%2F1tdps190!19sChIJVVVVVRHNRIYRkii1m57jyu8?authuser=0&hl=en&rclk=1","Eye Care for Animals - Austin","4.8","(321)","Veterinarian","·","","·","12419 Metric Blvd","Closed","·","(512) 335-3937","https://www.thrivepetcare.com/locations/texas/austin/eye-care-for-animals-austin?utm_source=gmb&utm_medium=web","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Took great care of my cat during a very stressful situation.""","· Opens 9 AM Mon"
"https://www.google.com/maps/place/Austin+Urban+Veterinary+Center/data=!4m7!3m6!1s0x8644b50e795a5b07:0x11819a7f4b2975c5!8m2!3d30.2694039!4d-97.7502981!16s%2Fg%2F1tfvzjr2!19sChIJB1taeQ61RIYRxXUpS3-agRE?authuser=0&hl=en&rclk=1","Austin Urban Veterinary Center","4.9","(513)","Animal hospital","·","","·","710 W 5th St","Closed","·","(512) 476-2882","https://austinurbanvet.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They deliver an amazing experience focused on your pet’s health and comfort.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Cedar+Park+Animal+Clinic/data=!4m7!3m6!1s0x865b2d08bf189e1b:0x32956343332abe8f!8m2!3d30.51022!4d-97.824242!16s%2Fg%2F1tjmf1z0!19sChIJG54YvwgtW4YRj74qM0NjlTI?authuser=0&hl=en&rclk=1","Cedar Park Animal Clinic","4.5","(223)","Veterinarian","·","","·","119 N Bell Blvd","Closed","·","(737) 260-7493","https://cedarparkanimalclinic.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Our wait time is always quick and they made my puppy feel very at ease!""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Block+House+Creek+Animal+Hospital/data=!4m7!3m6!1s0x865b2c5a494f8e4f:0x5ffb9b9cd258d939!8m2!3d30.5361455!4d-97.8358708!16s%2Fg%2F1tnqhdps!19sChIJT45PSVosW4YROdlY0pyb-18?authuser=0&hl=en&rclk=1","Block House Creek Animal Hospital","4.7","(998)","Veterinarian","·","","·","2200 N Bell Blvd","Closed","·","(512) 259-4200","https://bhcah.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr U has repeatedly saved the lives of my many dogs multiple times over.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Coupland+Veterinary+Hospital+-+Dr.+Arlon+Graef,+DVM/data=!4m7!3m6!1s0x8644e9d233ef0ac5:0x7fe4824106db8310!8m2!3d30.460056!4d-97.3925357!16s%2Fg%2F11fkthkhks!19sChIJxQrvM9LpRIYREIPbBkGC5H8?authuser=0&hl=en&rclk=1","Coupland Veterinary Hospital - Dr. Arlon Graef, DVM","4.8","(468)","Veterinarian","·","","·","302 Hoxie St","Closed","·","(512) 856-0045","https://couplandveterinaryhospital.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very affordable and great attention to our fur babies.""","· Opens 9 AM Mon"
"https://www.google.com/maps/place/Lap+of+Love+-+Austin/data=!4m7!3m6!1s0x8644d1034bb55a83:0x2458159ca9a86a7e!8m2!3d30.4639326!4d-97.6640979!16s%2Fg%2F11h3ft0010!19sChIJg1q1SwPRRIYRfmqoqZwVWCQ?authuser=0&hl=en&rclk=1","Lap of Love - Austin","4.7","(131)","Veterinarian","","","·","","Open 24 hours","","(512) 808-0836","https://www.lapoflove.com/find-a-vet/Texas/Austin/about","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Kelsi gave our cat Babby a beautiful and dignified send off.""",""
"https://www.google.com/maps/place/Just+Food+For+Dogs/data=!4m7!3m6!1s0x8644c56f4d0a4013:0x6030e93870ce2321!8m2!3d30.4724491!4d-97.5969353!16s%2Fg%2F11lr8jsydr!19sChIJE0AKTW_FRIYRISPOcDjpMGA?authuser=0&hl=en&rclk=1","Just Food For Dogs","","","Pet supply store","·","","·","Inside Petco, 19000 Limestone Commercial Dr","Closed","·","(512) 252-3677","https://www.justfoodfordogs.com/store/19000-limestone-commercial-drive-pflugerville-tx-78660.html?utm_source=local&utm_medium=organic&utm_campaign=GMB&utm_content=petshop","","Website","","Directions","","Delivery","· Opens 9 AM Mon"
"https://www.google.com/maps/place/PetVet365+Pet+Hospital+Georgetown/data=!4m7!3m6!1s0x8644d7a17f1eb5f9:0x9ffd17b6f7b09297!8m2!3d30.5868358!4d-97.658527!16s%2Fg%2F11xmlm90p9!19sChIJ-bUef6HXRIYRl5Kw97YX_Z8?authuser=0&hl=en&rclk=1","PetVet365 Pet Hospital Georgetown","5.0","(42)","Veterinarian","·","","·","2080 Westinghouse Rd Building 1 Suite 102","Closed","·","(512) 316-7056","https://www.petvet365.com/locations/georgetown","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The vets were very kind, friendly, professional and knowledgeable.""","· Opens 9 AM Mon"
"https://www.google.com/maps/place/VCA+Elgin+Family+Pet+Center/data=!4m7!3m6!1s0x8644eafc8e44cd8f:0xe84deeb31ae7aa32!8m2!3d30.3531157!4d-97.3984359!16s%2Fg%2F1tdwf9xx!19sChIJj81EjvzqRIYRMqrnGrPuTeg?authuser=0&hl=en&rclk=1","VCA Elgin Family Pet Center","4.5","(318)","Veterinarian","·","","·","1399 US-290","Closed","·","(512) 285-3375","https://vcahospitals.com/elgin?utm_source=maps&utm_medium=organic&utm_campaign=AU_1164","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The staff was incredibly helpful in treating my cat, quick and professional.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/VROC+%28Veterinary+Regional+Orthopedic+Center%29/data=!4m7!3m6!1s0x8644cd00391a44ef:0x3bd6f72f3701c426!8m2!3d30.4735645!4d-97.7712016!16s%2Fg%2F11xysnzc9r!19sChIJ70QaOQDNRIYRJsQBNy_31js?authuser=0&hl=en&rclk=1","VROC (Veterinary Regional Orthopedic Center)","5.0","(33)","Veterinarian","·","","·","13805 N FM 620","Closed","·","(512) 778-8762","http://www.vroc.vet/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Bevans and Amy were so compassionate and caring about fixing George.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Avery+Ranch+Animal+Hospital/data=!4m7!3m6!1s0x8644d2b720c0d73d:0xdbd5d7f3600534d6!8m2!3d30.4859295!4d-97.8080253!16s%2Fg%2F1thw_vbk!19sChIJPdfAILfSRIYR1jQFYPPX1ds?authuser=0&hl=en&rclk=1","Avery Ranch Animal Hospital","4.7","(587)","Veterinarian","·","","·","12720 Avery Ranch Blvd","Closed","·","(512) 255-1388","https://averyranchvet.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They were able to get me in right away when my pup was sick.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Brykerwood+Veterinary+Clinic/data=!4m7!3m6!1s0x8644ca84594cd3b1:0xd8bc3c623315f11c!8m2!3d30.305908!4d-97.749726!16s%2Fg%2F1tfcz624!19sChIJsdNMWYTKRIYRHPEVM2I8vNg?authuser=0&hl=en&rclk=1","Brykerwood Veterinary Clinic","4.5","(293)","Veterinarian","·","","1501 West 35th Street","Closed","· Opens 7 AM Mon","·","(512) 454-3833","https://www.google.com/aclk?sa=L&ai=DChsSEwiLhMX25faUAxXKUn8AHauiFj4YACICCAEQBRoCb2E&co=1&ase=2&gclid=Cj0KCQjwrZTRBhDSARIsAHidYffYZsW90myr_GThcUJThYp_rDcQ2-9klIvyz6bRbOB34b2ttyq6pnoaAnjlEALw_wcB&cid=CAASuwHkaCaFyOx-Lb7bQBSl7G2TETc6rrwe0ffs_BKKA90zwo7fP-N5jGB3GFmMRWU82qf3t9ZhaIiMJuUJpJ6fri61-_N3qe9aEkALVCOpxk2tn3zN8oEY-hm2Lw8dNobCLa2NmzdHPtNCwHjstqY4ZJJWdl6B4VP7MEH9Z1UOBeMWSWmCR6nH66S12j7ffgapQZRAK5i4kPPcSDzQiBFvyOzhQ68Cvc7LB9FKOBbEpOM9XOTwI5jqWJwoiScR&cce=2&category=acrcp_v1_32&sig=AOD64_1ZRY_5lrvIWshcsrDLrCBXlm0hXA&adurl&q&ctype=99&nis=6","","Website","","Directions","","",""
"https://www.google.com/maps/place/Great+Oaks+Animal+Hospital/data=!4m7!3m6!1s0x8644d26e26b8c2f9:0xada8d8d628f2ba02!8m2!3d30.494826!4d-97.72734!16s%2Fg%2F1tdkh0xw!19sChIJ-cK4Jm7SRIYRArryKNbYqK0?authuser=0&hl=en&rclk=1","Great Oaks Animal Hospital","4.8","(876)","Veterinarian","·","","15950 South Great Oaks Drive","Closed","· Opens 6:30 AM Mon","·","(512) 388-4551","https://www.google.com/aclk?sa=L&ai=DChsSEwiLhMX25faUAxXKUn8AHauiFj4YACICCAEQAhoCb2E&co=1&ase=2&gclid=Cj0KCQjwrZTRBhDSARIsAHidYfdqAVksI_3Ft91pnnC5v9jQekgom9ZGcEmqKm9x4i61Ls9nZQKEIOEaAjVyEALw_wcB&cid=CAASuwHkaCaFyOx-Lb7bQBSl7G2TETc6rrwe0ffs_BKKA90zwo7fP-N5jGB3GFmMRWU82qf3t9ZhaIiMJuUJpJ6fri61-_N3qe9aEkALVCOpxk2tn3zN8oEY-hm2Lw8dNobCLa2NmzdHPtNCwHjstqY4ZJJWdl6B4VP7MEH9Z1UOBeMWSWmCR6nH66S12j7ffgapQZRAK5i4kPPcSDzQiBFvyOzhQ68Cvc7LB9FKOBbEpOM9XOTwI5jqWJwoiScR&cce=2&category=acrcp_v1_32&sig=AOD64_3ZVPupw--mO8GnSZciSNrC7wUHHQ&adurl&q&ctype=99&nis=6","","Website","","Directions","","",""
"https://www.google.com/maps/place/Modern+Animal+Mueller/data=!4m7!3m6!1s0x8644b5006a26f90d:0x178860dd708981f!8m2!3d30.2998702!4d-97.703737!16s%2Fg%2F11w1z63q1x!19sChIJDfkmagC1RIYRH5gI1w2GeAE?authuser=0&hl=en&rclk=1","Modern Animal Mueller","4.7","(77)","Veterinarian","·","","·","2015 Aldrich St","Closed","·","(737) 214-0694","https://www.modernanimal.com/clinics/mueller","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They literally saved my dog Teddy’s life, and I’ll be forever grateful.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/VCA+Capital+Area+Veterinary+Specialists/data=!4m7!3m6!1s0x8644cba0c6cef55b:0x991bb246e9a2f672!8m2!3d30.3632111!4d-97.7404375!16s%2Fg%2F1tfgpsqn!19sChIJW_XOxqDLRIYRcvai6UayG5k?authuser=0&hl=en&rclk=1","VCA Capital Area Veterinary Specialists","4.3","(58)","Veterinarian","·","","7958 Shoal Creek Blvd","","Closed","·","(512) 388-0944","https://vcahospitals.com/capital-area?utm_source=maps&utm_medium=organic&utm_campaign=AU_1002","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Treuil was very thorough and informative with my dogs treatment plan.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Veterinary+Surgical+Solutions/data=!4m7!3m6!1s0x8644cb93d89f050f:0xbb102939fde963ee!8m2!3d30.3767608!4d-97.7251081!16s%2Fg%2F11b5pklp_l!19sChIJDwWf2JPLRIYR7mPp_TkpELs?authuser=0&hl=en&rclk=1","Veterinary Surgical Solutions","4.7","(256)","Veterinarian","·","","9231 Burnet Rd #102","","Closed","·","(512) 428-6167","https://vssaustin.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They saved my dog's broken leg!""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Woof+Animal+Hospital/data=!4m7!3m6!1s0x8644d72b047cf6cb:0xb70ace7c00809a8c!8m2!3d30.6584399!4d-97.6686823!16s%2Fg%2F11k3brqv94!19sChIJy_Z8BCvXRIYRjJqAAHzOCrc?authuser=0&hl=en&rclk=1","Woof Animal Hospital","4.9","(275)","Veterinarian","·","","·","1911 N Austin Ave #101","Closed","·","(512) 487-6272","https://www.woofanimalhospitaltx.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""She saved my dogs life and is reasonably priced.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Pet+Supermarket/data=!4m7!3m6!1s0x8644dacf2b75e8b1:0x6af38cdc31e9e40b!8m2!3d30.5006796!4d-97.5856298!16s%2Fg%2F11h04nrwyq!19sChIJseh1K8_aRIYRC-TpMdyM82o?authuser=0&hl=en&rclk=1","Pet Supermarket","4.3","(387)","Pet store","·","","·","4750 Gattis School Rd","Closed","Pet food & supply specialist","(737) 717-6886","https://www.petsupermarket.com/storelocator/?storeId=318","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They literally saved her life as none of the tricks worked to feed frozen.""","· Opens 10 AM Thu"
"https://www.google.com/maps/place/All+Spines+Chiropractic/data=!4m7!3m6!1s0x8644d0197693e86b:0xb135185085714753!8m2!3d30.4971338!4d-97.6291314!16s%2Fg%2F11dx9gr_zj!19sChIJa-iTdhnQRIYRU0dxhVAYNbE?authuser=0&hl=en&rclk=1","All Spines Chiropractic","5.0","(56)","Chiropractor","·","","·","1490 Rusk Rd STE 404","Closed","·","(512) 520-7607","http://www.allspineschiro.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Angelo was able to see us the same day.""","· Opens 1 PM Mon"
"https://www.google.com/maps/place/Allandale+Veterinary+Clinic/data=!4m7!3m6!1s0x8644ca54d12322c7:0x5b5ae0f3dec46f9d!8m2!3d30.3445368!4d-97.7382711!16s%2Fg%2F1tx1tl4v!19sChIJxyIj0VTKRIYRnW_E3vPgWls?authuser=0&hl=en&rclk=1","Allandale Veterinary Clinic","4.7","(231)","Veterinarian","·","","·","6800 Burnet Rd #1","Closed","·","(512) 454-6719","http://www.allandalevetclinic.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The front desk and the vets are so helpful, knowledgeable, and friendly.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/UrgentVet/data=!4m7!3m6!1s0x8644cbd0a873770f:0x9e1fe0933c9a49fd!8m2!3d30.3485933!4d-97.7349118!16s%2Fg%2F11v5s9v9r3!19sChIJD3dzqNDLRIYR_UmaPJPgH54?authuser=0&hl=en&rclk=1","UrgentVet","4.7","(277)","Emergency veterinarian service","·","","·","7301 Burnet Rd #200M","Closed","·","(737) 587-4070","https://urgentvet.com/location/crestview-austin-tx/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They were able to get my dog back quickly and took great care of her.""","· Opens 3 PM Mon"
"https://www.google.com/maps/place/Crossing+Animal+Clinic/data=!4m7!3m6!1s0x865b32e9253dc90d:0xebbcd5aa0c1c0aa2!8m2!3d30.4476447!4d-97.8107174!16s%2Fg%2F1tf2sn1l!19sChIJDck9JekyW4YRogocDKrVvOs?authuser=0&hl=en&rclk=1","Crossing Animal Clinic","4.8","(185)","Animal hospital","·","","·","10700 Anderson Mill Rd #103","Closed","·","(512) 331-9737","http://www.crossinganimalclinic.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""She is thorough and a highly skilled","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Leander+Veterinary+Clinic/data=!4m7!3m6!1s0x865b2bfcb2adb923:0xaf90b9cbdecc8391!8m2!3d30.5569822!4d-97.859198!16s%2Fg%2F12jsg87l1!19sChIJI7mtsvwrW4YRkYPM3su5kK8?authuser=0&hl=en&rclk=1","Leander Veterinary Clinic","4.5","(470)","Veterinarian","·","","·","1300 S Bagdad Rd","Closed","·","(512) 260-0400","http://leandervetclinic.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I had to take my cat in, they were able to get me in the same day.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Hyde+Park+Animal+Clinic/data=!4m7!3m6!1s0x8644ca6d2a801577:0x8f4b22595f3fd35d!8m2!3d30.3145791!4d-97.7201626!16s%2Fg%2F1vvdvlvj!19sChIJdxWAKm3KRIYRXdM_X1kiS48?authuser=0&hl=en&rclk=1","Hyde Park Animal Clinic","4.3","(78)","Animal hospital","·","","·","404 E 51st St","Closed","· Opens 10:30 AM Mon","(512) 451-4781","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super sweet and took great care of my cat under a very short notice.""","·"
"https://www.google.com/maps/place/Buttercup+Veterinary+Hospital/data=!4m7!3m6!1s0x865b2d0d80729a79:0xd4857b5f13bcf377!8m2!3d30.503273!4d-97.8178743!16s%2Fg%2F1tj7wt1q!19sChIJeZpygA0tW4YRd_O8E197hdQ?authuser=0&hl=en&rclk=1","Buttercup Veterinary Hospital","4.8","(537)","Veterinarian","·","","·","610 S Bell Blvd","Closed","·","(512) 335-7387","https://buttercupvethospital.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They explained everything and treated my dog with kindness and gentility.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/CityVet+%7C+Central+Austin/data=!4m7!3m6!1s0x8644cb413865c001:0xce76b91414aaa14d!8m2!3d30.3022698!4d-97.7380568!16s%2Fg%2F11w8z27g8t!19sChIJAcBlOEHLRIYRTaGqFBS5ds4?authuser=0&hl=en&rclk=1","CityVet | Central Austin","5.0","(153)","Veterinarian","·","","·","3711 Guadalupe St","Closed","·","(512) 717-0005","https://www.cityvet.com/cityvet/central-austin/?utm_source=yext&utm_medium=organic&utm_campaign=central-austin","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They got me in same day when my dog was sick.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Griffith+Small+Animal+Hospital/data=!4m7!3m6!1s0x8644cae4018ed9cb:0x922f9c2f3a77e028!8m2!3d30.3374069!4d-97.7579792!16s%2Fg%2F1tgn53nw!19sChIJy9mOAeTKRIYRKOB3Oi-cL5I?authuser=0&hl=en&rclk=1","Griffith Small Animal Hospital","4.9","(689)","Veterinarian","·","","·","3407 Northland Dr","Closed","·","(512) 453-5828","https://griffithanimalhospital.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Quiles was an outstanding, compassionate and thorough vet.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Emancipet/data=!4m7!3m6!1s0x8644b686bc8ffecd:0x2555870c2ce03f41!8m2!3d30.2531592!4d-97.6887938!16s%2Fg%2F1tflmty2!19sChIJzf6PvIa2RIYRQT_gLAyHVSU?authuser=0&hl=en&rclk=1","Emancipet","4.6","(1,805)","Veterinarian","·","","·","7201 Levander Loop Buildings I","Closed","·","(512) 587-7729","https://emancipet.org/clinics/levander-loop/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I was able to be seen and schedule my pups surgery within a hour.""","· Opens 10 AM Mon"
"https://www.google.com/maps/place/Moon+Veterinary+and+Reproductive+Services/data=!4m7!3m6!1s0x8644e9e11f166ea1:0x185e2579ff8b91b2!8m2!3d30.4737582!4d-97.4124702!16s%2Fg%2F11n567787l!19sChIJoW4WH-HpRIYRspGL_3klXhg?authuser=0&hl=en&rclk=1","Moon Veterinary and Reproductive Services","5.0","(6)","Veterinarian","·","","18051 FM1660","","Closed","·","(254) 541-6612","https://www.moonveterinaryservices.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""You can't beat a knowledgeable yet affordable vet that cares.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Firehouse+Animal+Health+Center+Cedar+Park/data=!4m7!3m6!1s0x8644d3617c873c2f:0xf0ca81fbb58f7cd4!8m2!3d30.5361712!4d-97.780282!16s%2Fg%2F11s34ml76w!19sChIJLzyHfGHTRIYR1HyPtfuByvA?authuser=0&hl=en&rclk=1","Firehouse Animal Health Center Cedar Park","4.8","(144)","Veterinarian","·","","·","3219 E Whitestone Blvd ste 300","Closed","·","(512) 580-4801","http://www.firehousecedarpark.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They literally saved my dog's life after he ingested something.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/2222+Veterinary+Clinic/data=!4m7!3m6!1s0x865b338ddee5e8f7:0xb15499612ddb14c7!8m2!3d30.3931011!4d-97.84517!16s%2Fg%2F1hf1c4n09!19sChIJ9-jl3o0zW4YRxxTbLWGZVLE?authuser=0&hl=en&rclk=1","2222 Veterinary Clinic","4.8","(459)","Veterinarian","·","","·","10601 Ranch to Market Rd 2222 Suite S","Closed","·","(512) 276-2633","http://www.2222veterinaryclinic.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They literally saved my dog’s life.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Wood,+Jason+D,+DVM/data=!4m7!3m6!1s0x8644cd1e51d093c7:0x3d66affd6657549!8m2!3d30.4369111!4d-97.7602995!16s%2Fg%2F1tfbnqml!19sChIJx5PQUR7NRIYRSXVl1v9q1gM?authuser=0&hl=en&rclk=1","Wood, Jason D, DVM","5.0","(15)","Veterinarian","·","","·","6909 McNeil Dr","Closed","· Opens 7 AM Mon","(512) 258-5738","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He gave me an allergy medication for her and drops for her ears.""","·"
